date,Walmart Stock Price
2022-12-25,3.51
2022-12-26,10.53
2022-12-27,15.66
2022-12-28,21.87
2022-12-29,17.28
2022-12-30,20.520000000000003
2022-12-31,8.100000000000001
2023-01-01,0.0
2023-01-02,8.84
2023-01-03,21.32
2023-01-04,19.5
2023-01-05,17.16
2023-01-06,17.68
2023-01-07,3.12
2023-01-08,5.98
2023-01-09,16.38
2023-01-10,16.38
2023-01-11,25.22
2023-01-12,26.0
2023-01-13,23.14
2023-01-14,8.58
2023-01-15,7.28
2023-01-16,7.54
2023-01-17,17.68
2023-01-18,19.5
2023-01-19,22.880000000000003
2023-01-20,19.24
2023-01-21,9.62
2023-01-22,2.6
2023-01-23,20.28
2023-01-24,21.84
2023-01-25,21.58
2023-01-26,22.880000000000003
2023-01-27,22.62
2023-01-28,4.68
2023-01-29,3.64
2023-01-30,16.64
2023-01-31,18.46
2023-02-01,21.0
2023-02-02,19.25
2023-02-03,21.0
2023-02-04,14.0
2023-02-05,7.0
2023-02-06,11.5
2023-02-07,19.5
2023-02-08,11.75
2023-02-09,12.0
2023-02-10,14.75
2023-02-11,12.0
2023-02-12,8.0
2023-02-13,9.5
2023-02-14,17.25
2023-02-15,14.75
2023-02-16,11.5
2023-02-17,12.5
2023-02-18,4.5
2023-02-19,2.75
2023-02-20,10.25
2023-02-21,25.0
2023-02-22,16.75
2023-02-23,16.25
2023-02-24,19.25
2023-02-25,4.5
2023-02-26,5.75
2023-02-27,11.75
2023-02-28,16.75
2023-03-01,13.92
2023-03-02,19.44
2023-03-03,20.4
2023-03-04,6.72
2023-03-05,5.76
2023-03-06,16.32
2023-03-07,17.52
2023-03-08,13.2
2023-03-09,15.84
2023-03-10,15.36
2023-03-11,6.0
2023-03-12,4.56
2023-03-13,19.44
2023-03-14,17.759999999999998
2023-03-15,16.32
2023-03-16,24.0
2023-03-17,19.68
2023-03-18,4.8
2023-03-19,2.64
2023-03-20,18.72
2023-03-21,16.8
2023-03-22,18.0
2023-03-23,16.56
2023-03-24,18.0
2023-03-25,4.8
2023-03-26,3.84
2023-03-27,18.72
2023-03-28,21.6
2023-03-29,16.56
2023-03-30,18.48
2023-03-31,17.52
2023-04-01,5.5
2023-04-02,5.25
2023-04-03,20.5
2023-04-04,14.5
2023-04-05,25.0
2023-04-06,19.5
2023-04-07,14.5
2023-04-08,3.0
2023-04-09,3.25
2023-04-10,18.0
2023-04-11,18.75
2023-04-12,21.5
2023-04-13,13.5
2023-04-14,19.75
2023-04-15,6.25
2023-04-16,6.25
2023-04-17,15.5
2023-04-18,19.5
2023-04-19,18.0
2023-04-20,23.25
2023-04-21,19.75
2023-04-22,8.0
2023-04-23,5.5
2023-04-24,20.25
2023-04-25,19.5
2023-04-26,18.5
2023-04-27,14.0
2023-04-28,17.0
2023-04-29,9.5
2023-04-30,4.0
2023-05-01,15.25
2023-05-02,11.75
2023-05-03,18.5
2023-05-04,17.25
2023-05-05,14.5
2023-05-06,6.75
2023-05-07,5.5
2023-05-08,16.75
2023-05-09,16.25
2023-05-10,16.5
2023-05-11,17.5
2023-05-12,19.75
2023-05-13,5.0
2023-05-14,3.75
2023-05-15,17.0
2023-05-16,15.5
2023-05-17,19.5
2023-05-18,25.0
2023-05-19,19.75
2023-05-20,8.0
2023-05-21,2.25
2023-05-22,14.75
2023-05-23,13.5
2023-05-24,14.75
2023-05-25,21.0
2023-05-26,20.0
2023-05-27,6.25
2023-05-28,6.0
2023-05-29,9.25
2023-05-30,12.5
2023-05-31,13.75
2023-06-01,17.55
2023-06-02,19.71
2023-06-03,8.91
2023-06-04,8.100000000000001
2023-06-05,20.520000000000003
2023-06-06,17.01
2023-06-07,22.950000000000003
2023-06-08,24.840000000000003
2023-06-09,17.82
2023-06-10,10.260000000000002
2023-06-11,4.32
2023-06-12,23.49
2023-06-13,18.9
2023-06-14,27.0
2023-06-15,24.57
2023-06-16,22.950000000000003
2023-06-17,11.88
2023-06-18,5.67
2023-06-19,9.99
2023-06-20,19.71
2023-06-21,22.14
2023-06-22,16.740000000000002
2023-06-23,19.44
2023-06-24,5.130000000000001
2023-06-25,4.86
2023-06-26,18.9
2023-06-27,23.22
2023-06-28,19.17
2023-06-29,17.28
2023-06-30,18.9
2023-07-01,10.32
2023-07-02,7.68
2023-07-03,15.12
2023-07-04,8.4
2023-07-05,14.64
2023-07-06,19.68
2023-07-07,19.68
2023-07-08,7.439999999999999
2023-07-09,5.52
2023-07-10,17.52
2023-07-11,20.16
2023-07-12,21.12
2023-07-13,18.24
2023-07-14,17.759999999999998
2023-07-15,9.36
2023-07-16,2.88
2023-07-17,12.96
2023-07-18,17.759999999999998
2023-07-19,23.28
2023-07-20,11.52
2023-07-21,16.8
2023-07-22,9.36
2023-07-23,5.04
2023-07-24,20.64
2023-07-25,15.84
2023-07-26,16.8
2023-07-27,20.16
2023-07-28,24.0
2023-07-29,11.28
2023-07-30,2.88
2023-07-31,21.12
2023-08-01,9.45
2023-08-02,15.66
2023-08-03,21.33
2023-08-04,15.39
2023-08-05,1.62
2023-08-06,4.59
2023-08-07,15.39
2023-08-08,17.55
2023-08-09,17.82
2023-08-10,10.53
2023-08-11,18.09
2023-08-12,5.94
2023-08-13,4.59
2023-08-14,19.98
2023-08-15,19.71
2023-08-16,19.17
2023-08-17,27.0
2023-08-18,16.200000000000003
2023-08-19,6.210000000000001
2023-08-20,6.210000000000001
2023-08-21,11.88
2023-08-22,21.33
2023-08-23,16.740000000000002
2023-08-24,12.420000000000002
2023-08-25,11.07
2023-08-26,8.370000000000001
2023-08-27,6.210000000000001
2023-08-28,15.39
2023-08-29,18.630000000000003
2023-08-30,21.6
2023-08-31,21.33
2023-09-01,20.47
2023-09-02,6.67
2023-09-03,6.67
2023-09-04,5.29
2023-09-05,14.49
2023-09-06,19.78
2023-09-07,16.330000000000002
2023-09-08,17.71
2023-09-09,11.27
2023-09-10,3.68
2023-09-11,20.47
2023-09-12,17.94
2023-09-13,21.62
2023-09-14,22.77
2023-09-15,16.330000000000002
2023-09-16,4.37
2023-09-17,5.75
2023-09-18,23.0
2023-09-19,21.85
2023-09-20,15.87
2023-09-21,13.34
2023-09-22,14.95
2023-09-23,7.82
2023-09-24,6.21
2023-09-25,19.78
2023-09-26,21.85
2023-09-27,20.01
2023-09-28,20.24
2023-09-29,13.8
2023-09-30,3.68
2023-10-01,3.22
2023-10-02,18.17
2023-10-03,12.88
2023-10-04,18.630000000000003
2023-10-05,22.08
2023-10-06,21.16
2023-10-07,6.9
2023-10-08,5.5200000000000005
2023-10-09,18.630000000000003
2023-10-10,19.09
2023-10-11,18.86
2023-10-12,19.32
2023-10-13,19.78
2023-10-14,7.82
2023-10-15,1.84
2023-10-16,22.08
2023-10-17,18.630000000000003
2023-10-18,18.86
2023-10-19,17.48
2023-10-20,19.32
2023-10-21,10.12
2023-10-22,3.45
2023-10-23,17.94
2023-10-24,23.0
2023-10-25,17.94
2023-10-26,20.93
2023-10-27,19.55
2023-10-28,6.21
2023-10-29,4.37
2023-10-30,20.01
2023-10-31,20.7
2023-11-01,15.68
2023-11-02,14.840000000000002
2023-11-03,14.840000000000002
2023-11-04,7.840000000000001
2023-11-05,3.08
2023-11-06,15.400000000000002
2023-11-07,16.240000000000002
2023-11-08,16.520000000000003
2023-11-09,18.48
2023-11-10,17.360000000000003
2023-11-11,5.880000000000001
2023-11-12,3.3600000000000003
2023-11-13,14.28
2023-11-14,18.48
2023-11-15,18.48
2023-11-16,28.000000000000004
2023-11-17,19.6
2023-11-18,10.64
2023-11-19,6.16
2023-11-20,15.400000000000002
2023-11-21,17.360000000000003
2023-11-22,14.28
2023-11-23,7.280000000000001
2023-11-24,11.760000000000002
2023-11-25,7.000000000000001
2023-11-26,2.5200000000000005
2023-11-27,17.360000000000003
2023-11-28,17.080000000000002
2023-11-29,15.12
2023-11-30,18.48
2023-12-01,22.08
2023-12-02,1.44
2023-12-03,4.8
2023-12-04,16.08
2023-12-05,20.88
2023-12-06,17.759999999999998
2023-12-07,16.08
2023-12-08,19.92
2023-12-09,7.68
2023-12-10,6.48
2023-12-11,17.52
2023-12-12,24.0
2023-12-13,19.92
2023-12-14,18.72
2023-12-15,14.64
2023-12-16,6.96
2023-12-17,5.52
2023-12-18,18.48
2023-12-19,16.08
2023-12-20,17.28
2023-12-21,21.36
2023-12-22,17.759999999999998
2023-12-23,10.08
2023-12-24,3.6
2023-12-25,3.12
2023-12-26,17.04
2023-12-27,17.04
2023-12-28,10.32
2023-12-29,21.12
2023-12-30,6.96
2023-12-31,8.4
