date,Chevron Stock Price
2023-02-14,31.16
2023-02-15,22.04
2023-02-16,19.38
2023-02-17,21.28
2023-02-18,9.88
2023-02-19,0.0
2023-02-20,9.88
2023-02-21,20.14
2023-02-22,25.46
2023-02-23,20.52
2023-02-24,19.76
2023-02-25,3.04
2023-02-26,3.8
2023-02-27,26.6
2023-02-28,18.62
2023-03-01,23.18
2023-03-02,19.76
2023-03-03,16.34
2023-03-04,9.12
2023-03-05,0.0
2023-03-06,18.62
2023-03-07,22.8
2023-03-08,30.4
2023-03-09,20.9
2023-03-10,27.36
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,38.0
2023-03-14,23.56
2023-03-15,32.68
2023-03-16,30.02
2023-03-17,18.62
2023-03-18,5.7
2023-03-19,7.6
2023-03-20,27.36
2023-03-21,23.94
2023-03-22,28.5
2023-03-23,26.98
2023-03-24,25.84
2023-03-25,4.5600000000000005
2023-03-26,8.36
2023-03-27,19.38
2023-03-28,17.1
2023-03-29,35.34
2023-03-30,28.12
2023-03-31,25.08
2023-04-01,7.77
2023-04-02,4.07
2023-04-03,37.0
2023-04-04,26.64
2023-04-05,17.759999999999998
2023-04-06,17.39
2023-04-07,6.29
2023-04-08,6.29
2023-04-09,4.44
2023-04-10,21.09
2023-04-11,22.57
2023-04-12,19.24
2023-04-13,25.9
2023-04-14,17.39
2023-04-15,9.99
2023-04-16,8.51
2023-04-17,22.57
2023-04-18,22.2
2023-04-19,23.31
2023-04-20,23.68
2023-04-21,18.5
2023-04-22,11.84
2023-04-23,2.59
2023-04-24,23.31
2023-04-25,20.72
2023-04-26,21.83
2023-04-27,25.9
2023-04-28,25.9
2023-04-29,13.32
2023-04-30,2.22
2023-05-01,16.799999999999997
2023-05-02,24.5
2023-05-03,24.15
2023-05-04,28.0
2023-05-05,29.75
2023-05-06,7.0
2023-05-07,12.6
2023-05-08,24.85
2023-05-09,21.35
2023-05-10,32.9
2023-05-11,35.0
2023-05-12,15.4
2023-05-13,11.2
2023-05-14,0.0
2023-05-15,30.45
2023-05-16,26.6
2023-05-17,33.95
2023-05-18,25.9
2023-05-19,31.15
2023-05-20,7.699999999999999
2023-05-21,20.65
2023-05-22,24.85
2023-05-23,34.65
2023-05-24,30.45
2023-05-25,25.9
2023-05-26,21.7
2023-05-27,8.399999999999999
2023-05-28,4.9
2023-05-29,3.85
2023-05-30,22.4
2023-05-31,24.15
2023-06-01,21.6
2023-06-02,22.32
2023-06-03,23.04
2023-06-04,17.28
2023-06-05,26.64
2023-06-06,28.44
2023-06-07,26.64
2023-06-08,27.0
2023-06-09,16.919999999999998
2023-06-10,5.4
2023-06-11,2.88
2023-06-12,19.08
2023-06-13,27.0
2023-06-14,36.0
2023-06-15,20.52
2023-06-16,25.56
2023-06-17,9.0
2023-06-18,17.28
2023-06-19,5.04
2023-06-20,26.28
2023-06-21,16.2
2023-06-22,12.96
2023-06-23,19.8
2023-06-24,5.04
2023-06-25,3.24
2023-06-26,16.2
2023-06-27,17.64
2023-06-28,16.919999999999998
2023-06-29,22.68
2023-06-30,21.96
2023-07-01,4.18
2023-07-02,6.08
2023-07-03,9.88
2023-07-04,10.26
2023-07-05,22.8
2023-07-06,20.9
2023-07-07,24.32
2023-07-08,6.84
2023-07-09,5.32
2023-07-10,20.52
2023-07-11,17.1
2023-07-12,16.34
2023-07-13,34.96
2023-07-14,20.52
2023-07-15,3.42
2023-07-16,4.94
2023-07-17,22.04
2023-07-18,24.32
2023-07-19,22.42
2023-07-20,27.36
2023-07-21,22.8
2023-07-22,6.46
2023-07-23,14.06
2023-07-24,28.88
2023-07-25,22.42
2023-07-26,25.84
2023-07-27,30.02
2023-07-28,38.0
2023-07-29,0.0
2023-07-30,6.08
2023-07-31,22.04
2023-08-01,15.81
2023-08-02,31.0
2023-08-03,18.6
2023-08-04,18.6
2023-08-05,4.34
2023-08-06,5.27
2023-08-07,13.95
2023-08-08,19.53
2023-08-09,20.46
2023-08-10,23.25
2023-08-11,15.81
2023-08-12,27.9
2023-08-13,5.58
2023-08-14,24.18
2023-08-15,14.57
2023-08-16,22.63
2023-08-17,28.52
2023-08-18,10.85
2023-08-19,4.65
2023-08-20,0.0
2023-08-21,14.88
2023-08-22,20.46
2023-08-23,26.04
2023-08-24,22.32
2023-08-25,22.01
2023-08-26,8.68
2023-08-27,4.65
2023-08-28,23.56
2023-08-29,20.46
2023-08-30,17.98
2023-08-31,21.39
2023-09-01,26.35
2023-09-02,0.0
2023-09-03,4.34
2023-09-04,10.85
2023-09-05,16.74
2023-09-06,17.36
2023-09-07,18.6
2023-09-08,6.2
2023-09-09,10.23
2023-09-10,0.0
2023-09-11,20.46
2023-09-12,26.35
2023-09-13,18.91
2023-09-14,22.01
2023-09-15,22.94
2023-09-16,3.1
2023-09-17,0.0
2023-09-18,14.88
2023-09-19,26.35
2023-09-20,20.15
2023-09-21,16.74
2023-09-22,22.94
2023-09-23,0.0
2023-09-24,3.1
2023-09-25,23.25
2023-09-26,10.54
2023-09-27,27.59
2023-09-28,29.14
2023-09-29,31.0
2023-09-30,9.61
2023-10-01,4.5600000000000005
2023-10-02,20.9
2023-10-03,17.48
2023-10-04,17.86
2023-10-05,18.62
2023-10-06,20.14
2023-10-07,0.0
2023-10-08,0.0
2023-10-09,30.02
2023-10-10,23.56
2023-10-11,26.6
2023-10-12,19.38
2023-10-13,15.96
2023-10-14,0.0
2023-10-15,4.94
2023-10-16,15.2
2023-10-17,24.7
2023-10-18,28.5
2023-10-19,22.04
2023-10-20,23.18
2023-10-21,7.6
2023-10-22,0.0
2023-10-23,38.0
2023-10-24,24.32
2023-10-25,22.04
2023-10-26,22.8
2023-10-27,24.32
2023-10-28,4.5600000000000005
2023-10-29,6.46
2023-10-30,35.72
2023-10-31,21.28
2023-11-01,25.16
2023-11-02,29.58
2023-11-03,18.360000000000003
2023-11-04,0.0
2023-11-05,7.82
2023-11-06,20.06
2023-11-07,28.56
2023-11-08,21.08
2023-11-09,13.260000000000002
2023-11-10,23.12
2023-11-11,9.52
2023-11-12,6.12
2023-11-13,22.1
2023-11-14,25.840000000000003
2023-11-15,21.42
2023-11-16,21.76
2023-11-17,21.08
2023-11-18,7.48
2023-11-19,0.0
2023-11-20,24.48
2023-11-21,7.140000000000001
2023-11-22,34.0
2023-11-23,15.3
2023-11-24,15.64
2023-11-25,6.12
2023-11-26,6.800000000000001
2023-11-27,10.88
2023-11-28,25.16
2023-11-29,18.360000000000003
2023-11-30,29.24
2023-12-01,23.56
2023-12-02,9.3
2023-12-03,8.68
2023-12-04,8.06
2023-12-05,11.78
2023-12-06,11.78
2023-12-07,11.78
2023-12-08,26.04
2023-12-09,4.65
2023-12-10,6.82
2023-12-11,19.22
2023-12-12,19.53
2023-12-13,13.64
2023-12-14,22.32
2023-12-15,23.87
2023-12-16,4.65
2023-12-17,0.0
2023-12-18,24.18
2023-12-19,25.42
2023-12-20,22.32
2023-12-21,12.71
2023-12-22,20.15
2023-12-23,3.72
2023-12-24,0.0
2023-12-25,6.2
2023-12-26,7.75
2023-12-27,31.0
2023-12-28,22.01
2023-12-29,30.07
2023-12-30,8.06
2023-12-31,6.51
