date,JPM
2023-02-09,28.56
2023-02-10,26.180000000000003
2023-02-11,11.56
2023-02-12,6.12
2023-02-13,21.42
2023-02-14,29.24
2023-02-15,18.360000000000003
2023-02-16,27.200000000000003
2023-02-17,26.520000000000003
2023-02-18,13.260000000000002
2023-02-19,5.44
2023-02-20,11.22
2023-02-21,22.78
2023-02-22,28.22
2023-02-23,22.44
2023-02-24,28.56
2023-02-25,8.16
2023-02-26,6.460000000000001
2023-02-27,30.6
2023-02-28,27.200000000000003
2023-03-01,11.62
2023-03-02,14.94
2023-03-03,11.62
2023-03-04,4.15
2023-03-05,7.47
2023-03-06,11.62
2023-03-07,14.94
2023-03-08,14.11
2023-03-09,28.22
2023-03-10,59.76
2023-03-11,22.41
2023-03-12,18.26
2023-03-13,83.0
2023-03-14,44.82
2023-03-15,49.8
2023-03-16,39.84
2023-03-17,38.18
2023-03-18,10.79
2023-03-19,9.96
2023-03-20,34.86
2023-03-21,33.2
2023-03-22,24.9
2023-03-23,25.73
2023-03-24,25.73
2023-03-25,9.96
2023-03-26,4.98
2023-03-27,24.07
2023-03-28,18.26
2023-03-29,20.75
2023-03-30,23.24
2023-03-31,18.26
2023-04-01,8.26
2023-04-02,4.13
2023-04-03,14.75
2023-04-04,15.93
2023-04-05,13.57
2023-04-06,11.8
2023-04-07,7.08
2023-04-08,4.13
2023-04-09,3.54
2023-04-10,13.57
2023-04-11,12.98
2023-04-12,15.34
2023-04-13,19.47
2023-04-14,59.0
2023-04-15,8.85
2023-04-16,4.72
2023-04-17,18.88
2023-04-18,17.11
2023-04-19,17.11
2023-04-20,14.16
2023-04-21,14.16
2023-04-22,3.54
2023-04-23,1.77
2023-04-24,15.34
2023-04-25,14.16
2023-04-26,12.39
2023-04-27,14.16
2023-04-28,12.39
2023-04-29,6.489999999999999
2023-04-30,4.72
2023-05-01,59.0
2023-05-02,35.989999999999995
2023-05-03,24.19
2023-05-04,23.6
2023-05-05,16.52
2023-05-06,5.31
2023-05-07,3.54
2023-05-08,12.39
2023-05-09,16.52
2023-05-10,13.57
2023-05-11,12.98
2023-05-12,14.75
2023-05-13,4.72
2023-05-14,4.72
2023-05-15,14.16
2023-05-16,12.98
2023-05-17,12.98
2023-05-18,12.39
2023-05-19,12.98
2023-05-20,4.72
2023-05-21,4.13
2023-05-22,15.93
2023-05-23,14.75
2023-05-24,10.62
2023-05-25,16.52
2023-05-26,12.39
2023-05-27,4.13
2023-05-28,3.54
2023-05-29,3.54
2023-05-30,13.57
2023-05-31,13.57
2023-06-01,42.32
2023-06-02,45.080000000000005
2023-06-03,16.560000000000002
2023-06-04,11.96
2023-06-05,35.88
2023-06-06,34.5
2023-06-07,37.72
2023-06-08,36.34
2023-06-09,34.96
2023-06-10,10.12
2023-06-11,8.74
2023-06-12,38.64
2023-06-13,42.32
2023-06-14,41.86
2023-06-15,31.74
2023-06-16,36.34
2023-06-17,14.72
2023-06-18,10.12
2023-06-19,14.26
2023-06-20,35.42
2023-06-21,33.120000000000005
2023-06-22,35.42
2023-06-23,39.56
2023-06-24,13.8
2023-06-25,6.9
2023-06-26,32.660000000000004
2023-06-27,32.2
2023-06-28,39.1
2023-06-29,46.0
2023-06-30,46.0
2023-07-01,7.539999999999999
2023-07-02,5.22
2023-07-03,15.079999999999998
2023-07-04,5.8
2023-07-05,16.24
2023-07-06,14.499999999999998
2023-07-07,16.24
2023-07-08,5.8
2023-07-09,4.64
2023-07-10,15.659999999999998
2023-07-11,19.14
2023-07-12,21.46
2023-07-13,27.84
2023-07-14,57.99999999999999
2023-07-15,12.76
2023-07-16,7.539999999999999
2023-07-17,22.62
2023-07-18,23.2
2023-07-19,22.04
2023-07-20,19.72
2023-07-21,20.3
2023-07-22,7.539999999999999
2023-07-23,5.22
2023-07-24,20.88
2023-07-25,19.14
2023-07-26,18.56
2023-07-27,17.98
2023-07-28,19.14
2023-07-29,5.22
2023-07-30,3.4799999999999995
2023-07-31,19.14
2023-08-01,26.73
2023-08-02,24.42
2023-08-03,21.45
2023-08-04,19.14
2023-08-05,8.25
2023-08-06,2.31
2023-08-07,25.08
2023-08-08,33.0
2023-08-09,27.39
2023-08-10,28.380000000000003
2023-08-11,18.48
2023-08-12,9.9
2023-08-13,8.58
2023-08-14,23.1
2023-08-15,29.37
2023-08-16,31.020000000000003
2023-08-17,23.76
2023-08-18,23.1
2023-08-19,8.25
2023-08-20,5.28
2023-08-21,26.73
2023-08-22,30.69
2023-08-23,24.09
2023-08-24,23.43
2023-08-25,22.77
2023-08-26,6.2700000000000005
2023-08-27,5.94
2023-08-28,22.11
2023-08-29,26.73
2023-08-30,21.78
2023-08-31,23.1
2023-09-01,17.7
2023-09-02,6.3
2023-09-03,5.4
2023-09-04,6.6
2023-09-05,18.9
2023-09-06,20.7
2023-09-07,21.3
2023-09-08,22.2
2023-09-09,9.0
2023-09-10,3.9
2023-09-11,20.4
2023-09-12,24.3
2023-09-13,21.3
2023-09-14,22.5
2023-09-15,22.2
2023-09-16,6.6
2023-09-17,5.4
2023-09-18,19.8
2023-09-19,20.1
2023-09-20,23.1
2023-09-21,20.4
2023-09-22,20.1
2023-09-23,9.6
2023-09-24,5.7
2023-09-25,16.2
2023-09-26,20.4
2023-09-27,23.4
2023-09-28,30.0
2023-09-29,15.0
2023-09-30,8.1
2023-10-01,6.58
2023-10-02,20.21
2023-10-03,21.62
2023-10-04,16.919999999999998
2023-10-05,16.919999999999998
2023-10-06,19.27
2023-10-07,10.81
2023-10-08,5.64
2023-10-09,15.98
2023-10-10,17.39
2023-10-11,21.15
2023-10-12,17.86
2023-10-13,47.0
2023-10-14,11.28
2023-10-15,6.109999999999999
2023-10-16,22.56
2023-10-17,24.91
2023-10-18,23.97
2023-10-19,17.86
2023-10-20,16.45
2023-10-21,6.58
2023-10-22,4.23
2023-10-23,15.51
2023-10-24,20.68
2023-10-25,20.68
2023-10-26,20.21
2023-10-27,35.72
2023-10-28,11.75
2023-10-29,7.05
2023-10-30,22.56
2023-10-31,18.8
2023-11-01,33.48
2023-11-02,30.96
2023-11-03,29.52
2023-11-04,11.52
2023-11-05,7.56
2023-11-06,30.96
2023-11-07,25.92
2023-11-08,28.08
2023-11-09,27.72
2023-11-10,24.48
2023-11-11,9.36
2023-11-12,9.0
2023-11-13,22.32
2023-11-14,31.32
2023-11-15,34.2
2023-11-16,29.88
2023-11-17,28.8
2023-11-18,11.16
2023-11-19,6.48
2023-11-20,29.52
2023-11-21,30.24
2023-11-22,24.12
2023-11-23,6.12
2023-11-24,15.84
2023-11-25,5.04
2023-11-26,11.16
2023-11-27,20.16
2023-11-28,29.88
2023-11-29,25.2
2023-11-30,36.0
2023-12-01,21.06
2023-12-02,12.09
2023-12-03,7.800000000000001
2023-12-04,26.91
2023-12-05,26.130000000000003
2023-12-06,28.86
2023-12-07,26.91
2023-12-08,24.57
2023-12-09,10.92
2023-12-10,8.19
2023-12-11,30.03
2023-12-12,34.32
2023-12-13,31.98
2023-12-14,39.0
2023-12-15,37.44
2023-12-16,13.65
2023-12-17,6.63
2023-12-18,31.98
2023-12-19,36.27
2023-12-20,30.42
2023-12-21,33.93
2023-12-22,27.69
2023-12-23,10.14
2023-12-24,6.63
2023-12-25,4.68
2023-12-26,25.35
2023-12-27,26.130000000000003
2023-12-28,28.08
2023-12-29,23.79
2023-12-30,10.92
2023-12-31,7.41
